requirement_id,country,exact_jurisdiction,service_id,subservice_id,task_type,provider_operating_model,required_profile_conditions,residential_commercial_construction,work_type,required_credential_type,credential_subject,issuer_authority,exact_scope_category,validity_expiry_revocation,exemption_transition,source_id,source_status,connector_id,connector_status,risk_level,current_enforcement_state,decision,decision_reason,canonical_capability_id,canonical_capability_key,canonical_capability_display_name,canonical_capability_status,capability_definition_id,blocked_by_default,mapping_state,policy_source_state,policy_legal_state,policy_connector_state,policy_release_state,policy_translation_state,policy_data_residency_state,policy_sanctions_state
DE-BE-BERLIN-CAP-60017,DE,DE-BE-BERLIN,8,33,tr-gold-moving-3-yurtici-genel-ticari-esya-ev-buro-d-s,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60017,tr-gold-moving-3-yurtici-genel-ticari-esya-ev-buro-d-s,Nakliyat — Yurtiçi genel ticari eşya (ev/büro dışı),draft,30058,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60018,DE,DE-BE-BERLIN,UNKNOWN,UNKNOWN,tr-gold-moving-4-asansorlu-nakliye-mobil-vinc-kald-rma-ekipman,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60018,tr-gold-moving-4-asansorlu-nakliye-mobil-vinc-kald-rma-ekipman,Nakliyat — Asansörlü nakliye / mobil vinç-kaldırma ekipmanı,draft,30059,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60019,DE,DE-BE-BERLIN,5,6,tr-gold-locksmith-1-anahtar-cogaltma-kilit-montaj-onar-m,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60019,tr-gold-locksmith-1-anahtar-cogaltma-kilit-montaj-onar-m,Çilingir — Anahtar çoğaltma / kilit montaj-onarım,draft,30060,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60020,DE,DE-BE-BERLIN,5,42,tr-gold-locksmith-2-konut-isyeri-acil-kap-acma,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60020,tr-gold-locksmith-2-konut-isyeri-acil-kap-acma,Çilingir — Konut/işyeri acil kapı açma,draft,30061,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60021,DE,DE-BE-BERLIN,5,54,tr-gold-locksmith-3-arac-kilidi-acma,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60021,tr-gold-locksmith-3-arac-kilidi-acma,Çilingir — Araç kilidi açma,draft,30062,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60022,DE,DE-BE-BERLIN,13,10,tr-gold-towing-1-ticari-arac-kurtarma-cekme-tas-ma,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60022,tr-gold-towing-1-ticari-arac-kurtarma-cekme-tas-ma,Çekici — Ticari araç kurtarma / çekme / taşıma,draft,30063,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60023,DE,DE-BE-BERLIN,15,11,tr-gold-roadside_assistance-1-aku-takviyesi-basit-destek,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60023,tr-gold-roadside_assistance-1-aku-takviyesi-basit-destek,Yol Yardım — Akü takviyesi / basit destek,draft,30064,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60024,DE,DE-BE-BERLIN,15,59,tr-gold-roadside_assistance-2-lastik-jant-bak-m-onar-m,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60024,tr-gold-roadside_assistance-2-lastik-jant-bak-m-onar-m,Yol Yardım — Lastik/jant bakım-onarım,draft,30065,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60025,DE,DE-BE-BERLIN,15,24,tr-gold-roadside_assistance-3-yol-ustu-mekanik-ar-za-tespit-onar-m,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60025,tr-gold-roadside_assistance-3-yol-ustu-mekanik-ar-za-tespit-onar-m,Yol Yardım — Yol üstü mekanik arıza tespit/onarım,draft,30066,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60026,DE,DE-BE-BERLIN,13,22,tr-gold-roadside_assistance-4-arac-cekme-kurtarma,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60026,tr-gold-roadside_assistance-4-arac-cekme-kurtarma,Yol Yardım — Araç çekme/kurtarma,draft,30067,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60027,DE,DE-BE-BERLIN,5,54,tr-gold-roadside_assistance-5-arac-kilidi-acma,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60027,tr-gold-roadside_assistance-5-arac-kilidi-acma,Yol Yardım — Araç kilidi açma,draft,30068,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60028,DE,DE-BE-BERLIN,15,36,tr-gold-roadside_assistance-6-yolda-yak-t-ulast-rma,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60028,tr-gold-roadside_assistance-6-yolda-yak-t-ulast-rma,Yol Yardım — Yolda yakıt ulaştırma,draft,30069,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60029,DE,DE-BE-BERLIN,14,23,tr-gold-courier-1-ilici-motorlu-kurye,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60029,tr-gold-courier-1-ilici-motorlu-kurye,Kurye & Evrak — İliçi motorlu kurye,draft,30070,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60030,DE,DE-BE-BERLIN,14,35,tr-gold-courier-2-yurtici-genis-kapsam-dag-t-m-kurye,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60030,tr-gold-courier-2-yurtici-genis-kapsam-dag-t-m-kurye,Kurye & Evrak — Yurtiçi geniş kapsam dağıtım/kurye,draft,30071,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60031,DE,DE-BE-BERLIN,UNKNOWN,UNKNOWN,tr-gold-courier-3-yaya-bisikletli-kurye,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60031,tr-gold-courier-3-yaya-bisikletli-kurye,Kurye & Evrak — Yaya/bisikletli kurye,draft,30072,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60032,DE,DE-BE-BERLIN,60002,48,tr-gold-furniture-1-haz-r-mobilya-dekorasyon-montaj,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60032,tr-gold-furniture-1-haz-r-mobilya-dekorasyon-montaj,Mobilya & Montaj — Hazır mobilya/dekorasyon montajı,draft,30073,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60033,DE,DE-BE-BERLIN,UNKNOWN,UNKNOWN,tr-gold-furniture-2-ahsap-mobilya-imalat-imalat-kapsaml-onar-m,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60033,tr-gold-furniture-2-ahsap-mobilya-imalat-imalat-kapsaml-onar-m,Mobilya & Montaj — Ahşap mobilya imalatı / imalat kapsamlı onarım,draft,30074,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60034,DE,DE-BE-BERLIN,60003,25,tr-gold-automotive-1-motor-mekanik-bak-m-ar-za-tespit-ve-onar-m,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60034,tr-gold-automotive-1-motor-mekanik-bak-m-ar-za-tespit-ve-onar-m,"Otomotiv / Motor Ustası — Motor/mekanik bakım, arıza tespit ve onarım",draft,30075,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60035,DE,DE-BE-BERLIN,UNKNOWN,UNKNOWN,tr-gold-automotive-2-otomotiv-elektrik-elektronik-elektromekanik,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60035,tr-gold-automotive-2-otomotiv-elektrik-elektronik-elektromekanik,Otomotiv / Motor Ustası — Otomotiv elektrik/elektronik/elektromekanik,draft,30076,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60036,DE,DE-BE-BERLIN,60003,13,tr-gold-automotive-3-lastik-jant,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60036,tr-gold-automotive-3-lastik-jant,Otomotiv / Motor Ustası — Lastik/jant,draft,30077,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60037,DE,DE-BE-BERLIN,UNKNOWN,UNKNOWN,tr-gold-automotive-4-govde-kaporta-boya-onar-m,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60037,tr-gold-automotive-4-govde-kaporta-boya-onar-m,Otomotiv / Motor Ustası — Gövde/kaporta/boya onarım,draft,30078,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60038,DE,DE-BE-BERLIN,UNKNOWN,UNKNOWN,tr-gold-automotive-5-marka-yetkili-servis-iddias,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60038,tr-gold-automotive-5-marka-yetkili-servis-iddias,Otomotiv / Motor Ustası — Marka yetkili servis iddiası,draft,30079,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
