"country_code","canonical_category_id","canonical_category_slug","canonical_category_name","canonical_subservice_id","canonical_subservice_slug","canonical_subservice_name","live_catalog_active","gold_master_scope_keys","gold_master_service_scopes","proposed_requirement_labels","proposed_requirement_status","source_reference_ids","source_urls","source_archive_reference","source_archive_sha256","regulation_name","article_annex_exception","official_gazette_date_number","effective_date","source_status","legal_review_status","authority_and_permitted_method","connector_status","verification_subjects","automatic_authority_verification","capability_readiness","counsel_reviewer_name","counsel_reviewer_role","counsel_reviewed_at","counsel_decision","counsel_evidence_hash","counsel_notes"
"TR","60002","home-repair","Ev Onarım","60","door-window-repair","Kapı ve Pencere","true","UNMAPPED_LIVE_SUBSERVICE","No exact Gold Master scope mapping","UNKNOWN — counsel must determine","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","NONE","NONE","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","LEGAL_REVIEW_REQUIRED","LEGAL_REVIEW_REQUIRED","Yetkili kurum veya kayıtlı yetkili manuel teyit gerekli; connector NOT_CONFIGURED","NOT_CONFIGURED","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","60003","automotive","Otomotiv","13","tire-service","Lastik Hizmeti","true","automotive:3","Otomotiv / Motor Ustası — Lastik/jant","18UY0360-3 Lastik Bakım Onarımcısı","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","MYK_QUALIFICATIONS | MYK_MANDATORY","https://portal.myk.gov.tr/index.php?option=com_yeterlilik&view=arama | https://portal.myk.gov.tr/index.php?belge_zorunlu=1&option=com_yeterlilik&view=arama","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","SOURCE_UNVERIFIED","LEGAL_REVIEW_REQUIRED","MYK/MEB issuer doğrulaması veya kullanıcı yetkili barkodlu belge; API/contract yok => PENDING","PENDING_OFFICIAL_AUTHORIZATION","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","60003","automotive","Otomotiv","25","vehicle-maintenance","Periyodik Bakım","true","automotive:1","Otomotiv / Motor Ustası — Motor/mekanik bakım, arıza tespit ve onarım","11UY0021-4 Otomotiv Mekanikçisi (Seviye 4) | İlgili MEB otomotiv ustalık/diploma muafiyeti","CONDITIONAL_OR_REQUIRED_COUNSEL_TO_CONFIRM","MYK_MANDATORY | MYK_QUALIFICATIONS | MYK_EXEMPTION | MEB_MASTER","https://portal.myk.gov.tr/index.php?belge_zorunlu=1&option=com_yeterlilik&view=arama | https://portal.myk.gov.tr/index.php?option=com_yeterlilik&view=arama | https://www.myk.gov.tr/tr/haberler/yeterlilik/belge-zorunluluuna-ilikin-skca-sorulan-sorular | https://www.turkiye.gov.tr/milli-egitim-kalfalik-ustalik-usta-ogrencilik-ve-is-yeri-acma-belgesi-sorgulama","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","SOURCE_UNVERIFIED","LEGAL_REVIEW_REQUIRED","MYK/MEB issuer doğrulaması veya kullanıcı yetkili barkodlu belge; API/contract yok => PENDING","PENDING_OFFICIAL_AUTHORIZATION","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","60003","automotive","Otomotiv","49","vehicle-diagnostics","Arıza Tespiti","true","UNMAPPED_LIVE_SUBSERVICE","No exact Gold Master scope mapping","UNKNOWN — counsel must determine","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","NONE","NONE","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","LEGAL_REVIEW_REQUIRED","LEGAL_REVIEW_REQUIRED","Yetkili kurum veya kayıtlı yetkili manuel teyit gerekli; connector NOT_CONFIGURED","NOT_CONFIGURED","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","60003","automotive","Otomotiv","61","auto-detailing","Oto Detaylı Temizlik","true","UNMAPPED_LIVE_SUBSERVICE","No exact Gold Master scope mapping","UNKNOWN — counsel must determine","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","NONE","NONE","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","LEGAL_REVIEW_REQUIRED","LEGAL_REVIEW_REQUIRED","Yetkili kurum veya kayıtlı yetkili manuel teyit gerekli; connector NOT_CONFIGURED","NOT_CONFIGURED","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","60004","technology","Teknoloji","14","smart-home-setup","Akıllı Ev Kurulumu","true","UNMAPPED_LIVE_SUBSERVICE","No exact Gold Master scope mapping","UNKNOWN — counsel must determine","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","NONE","NONE","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","LEGAL_REVIEW_REQUIRED","LEGAL_REVIEW_REQUIRED","Yetkili kurum veya kayıtlı yetkili manuel teyit gerekli; connector NOT_CONFIGURED","NOT_CONFIGURED","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","60004","technology","Teknoloji","26","mobile-device-service","Telefon ve Tablet","true","UNMAPPED_LIVE_SUBSERVICE","No exact Gold Master scope mapping","UNKNOWN — counsel must determine","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","NONE","NONE","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","LEGAL_REVIEW_REQUIRED","LEGAL_REVIEW_REQUIRED","Yetkili kurum veya kayıtlı yetkili manuel teyit gerekli; connector NOT_CONFIGURED","NOT_CONFIGURED","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","60004","technology","Teknoloji","38","computer-service","Bilgisayar Teknik Servis","true","UNMAPPED_LIVE_SUBSERVICE","No exact Gold Master scope mapping","UNKNOWN — counsel must determine","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","NONE","NONE","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","LEGAL_REVIEW_REQUIRED","LEGAL_REVIEW_REQUIRED","Yetkili kurum veya kayıtlı yetkili manuel teyit gerekli; connector NOT_CONFIGURED","NOT_CONFIGURED","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","60004","technology","Teknoloji","50","network-setup","Ağ ve İnternet","true","UNMAPPED_LIVE_SUBSERVICE","No exact Gold Master scope mapping","UNKNOWN — counsel must determine","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","NONE","NONE","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","LEGAL_REVIEW_REQUIRED","LEGAL_REVIEW_REQUIRED","Yetkili kurum veya kayıtlı yetkili manuel teyit gerekli; connector NOT_CONFIGURED","NOT_CONFIGURED","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","60005","personal-care","Kişisel Bakım","27","nail-care","Tırnak Bakımı","true","UNMAPPED_LIVE_SUBSERVICE","No exact Gold Master scope mapping","UNKNOWN — counsel must determine","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","NONE","NONE","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","LEGAL_REVIEW_REQUIRED","LEGAL_REVIEW_REQUIRED","Yetkili kurum veya kayıtlı yetkili manuel teyit gerekli; connector NOT_CONFIGURED","NOT_CONFIGURED","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","60005","personal-care","Kişisel Bakım","39","makeup","Makyaj","true","UNMAPPED_LIVE_SUBSERVICE","No exact Gold Master scope mapping","UNKNOWN — counsel must determine","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","NONE","NONE","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","LEGAL_REVIEW_REQUIRED","LEGAL_REVIEW_REQUIRED","Yetkili kurum veya kayıtlı yetkili manuel teyit gerekli; connector NOT_CONFIGURED","NOT_CONFIGURED","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","60005","personal-care","Kişisel Bakım","51","massage","Masaj","true","UNMAPPED_LIVE_SUBSERVICE","No exact Gold Master scope mapping","UNKNOWN — counsel must determine","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","NONE","NONE","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","LEGAL_REVIEW_REQUIRED","LEGAL_REVIEW_REQUIRED","Yetkili kurum veya kayıtlı yetkili manuel teyit gerekli; connector NOT_CONFIGURED","NOT_CONFIGURED","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
"TR","60005","personal-care","Kişisel Bakım","62","hair-care","Saç Bakımı","true","UNMAPPED_LIVE_SUBSERVICE","No exact Gold Master scope mapping","UNKNOWN — counsel must determine","CONDITIONAL_OR_UNKNOWN_COUNSEL_TO_CONFIRM","NONE","NONE","TR-GOLD-2026-08-13-v1.0; country pack sha256=3f901161467c6ce2f8b9362de4d576f8d267dc3fdcbf281cbcf45af7f017175e; registry sha256=b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4; public retrieval notes=TR_PUBLIC_SOURCE_RETRIEVAL_NOTES.md","b23407320589806933bfb6b5057545d7f5c7d660296083b323f5d2b5cb4077c4","COUNSEL_REQUIRED — do not infer from research pack","COUNSEL_REQUIRED","COUNSEL_REQUIRED","COUNSEL_REQUIRED","LEGAL_REVIEW_REQUIRED","LEGAL_REVIEW_REQUIRED","Yetkili kurum veya kayıtlı yetkili manuel teyit gerekli; connector NOT_CONFIGURED","NOT_CONFIGURED","PERSON|BUSINESS|QUALIFIED_MANAGER|DRIVER|VEHICLE|OPERATOR|SITE|PROJECT — apply only when counsel marks applicable","FALSE","BLOCKED_LEGAL_REVIEW","","","","","",""
